Kingdom,Biomass,Uncertainty
animals,1.7874260368324015,3.285717464268944
archaea,0.331733523950604,2.724833163900376
bacteria,1.3269340958024203,2.0704859446359967
fungi,0.241355042224214,10.0
plants,0.5021064404395484,2.4998855533283306
protists,2.0759286484149464,3.205268936042182
viruses,0.0342858944535774,2.468665111917173
