Kingdom,Biomass,Uncertainty
animals,1.7874260368324013,3.2938937092798826
archaea,0.331733523950604,2.6950956467209912
bacteria,1.3269340958024203,1.8104983018283876
fungi,0.24697654049586548,10.0
plants,0.502106440439548,2.4960130866759647
protists,2.075928648414947,3.1932706183051556
viruses,0.03428589445357744,2.5468521302805742
