Kingdom,Biomass,Uncertainty
animals,1.7874260368324013,3.541794619217759
archaea,0.331733523950604,2.7173813974203123
bacteria,1.3269340958024203,1.8083748319932194
fungi,0.26106356306014045,10.0
plants,0.502106440439548,2.9052357031298266
protists,2.075928648414947,3.3601393442985756
viruses,0.03428589445357744,2.5488856930118193
